OBJECTID,Station Identification,Observation Date/Time,Station Name,Country Name,Station Elevation (Meters),Air Temperature (°F),Dew Point Temperature (°F),Relative Humidity (%),Wind Origin (Degrees),Wind Speed (km/h),Wind Gust (km/h),Wind Chill (°F),Horizontal Visibility (Meters),Altimeter Pressure (Millibars),Sky Conditions,Weather Conditions,Remarks,Heat Feels Like (°F),Location Latitude (DD),Location Longitude (DD),x,y
1289,KSUU,11/10/2019 1:58:00 AM,Travis Afb/Fairf,"California, United States Of America",19,58.5,42.8,56,200,13,0,,16000,1017.3,Sky Clear below 3700 meters AGL,No significant weather present at this time.,* Maintenance REQUIRED - readings may be compromised *,,38.27,-121.92,-121.919999999857,38.2699999998007
1290,KBIF,11/10/2019 1:58:00 AM,Fort Bliss,"Texas, United States Of America",1203,60.8,37.4,42,340,7,0,,16000,1020.6,Sky Clear below 3700 meters AGL,No significant weather present at this time.,,,31.85,-106.38,-106.380000000104,31.8500000001453
1291,KGUR,11/10/2019 1:58:00 AM,Guernsey,"Wyoming, United States Of America",1358,42.8,22.8,45,130,6,0,41,14000,1018.3,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,42.25,-104.72,-104.720000000255,42.2499999999551
1292,KLGF,11/10/2019 1:58:00 AM,Laguna (Aaf),"Arizona, United States Of America",132,91.4,91.4,100,340,13,0,,16000,1013.2,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,139.4,32.87,-114.4,-114.400000000445,32.8700000003583
1293,KMUO,11/10/2019 1:58:00 AM,Mountain Home,"Idaho, United States Of America",913,38.5,23.7,55,0,0,0,59.6,16000,1021.3,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,* Maintenance REQUIRED - readings may be compromised *,,43.03,-115.87,-115.869999999851,43.0300000000026
1294,RKSO,11/10/2019 1:58:00 AM,Osan (Us/Kor-Afb,"Korea, Korea, Republic Of",12,51.8,37.4,58,0,0,0,,9700,1014.9,"Broken Clouds at 5500 meters AGL, Overcast Cloud Deck at 6100 meters AGL",Haze,,,37.07,127.02,127.020000000345,37.0700000000224
1295,OAIX,11/10/2019 1:58:00 AM,,,1492,34,26.1,72,250,6,0,31,8000,1023,Sky Clear below 3700 meters AGL,Haze,* Maintenance REQUIRED - readings may be compromised *,,34.95,69.27,69.2700000004486,34.9499999996578
1296,MHSC,11/10/2019 1:58:00 AM,Soto Cano Ab,Honduras,626,,,,360,28,0,,10000,1018.6,"Few Clouds at 1000 meters AGL, Scattered Clouds at 1200 meters AGL, Scattered Clouds at 1800 meters AGL, Overcast Cloud Deck at 2100 meters AGL",Automated observation with no human augmentation; there may or may not be significant weather present at this time.,* Maintenance REQUIRED - readings may be compromised *,,14.37,-87.62,-87.6199999999404,14.3699999998251
1297,KGXF,11/10/2019 1:58:00 AM,Gila Bend (Aaf),"Arizona, United States Of America",262,77,40.5,27,0,0,0,,16000,1014.9,Sky Clear below 3700 meters AGL,No significant weather present at this time.,* Maintenance REQUIRED - readings may be compromised *,76,32.87,-112.72,-112.71999999984,32.8700000003583
1298,K1DW,11/10/2019 1:58:00 AM,,,1546,45.9,17.2,31,350,17,0,40.7,16000,1019.3,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,41.37,-103.8,-103.799999999625,41.3700000001143
1299,K1FW,11/10/2019 1:58:00 AM,,,1453,49.8,18,28,60,11,0,47,16000,1017.9,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,* Maintenance REQUIRED - readings may be compromised *,,41.37,-103.47,-103.47000000018,41.3700000001143
1300,K1BW,11/10/2019 1:58:00 AM,,,1607,48.6,18.3,30,340,17,0,44.1,16000,1018.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,* Maintenance REQUIRED - readings may be compromised *,,41.52,-104,-103.999999999996,41.5200000002442
1301,KTCM,11/10/2019 1:58:00 AM,Tacoma/Mc Chord,"Washington, United States Of America",98,51.1,51.1,100,0,0,0,,2800,1022.7,Overcast Cloud Deck at 150 meters AGL,Mist,"* Maintenance REQUIRED - readings may be compromised *, Hourly Precipitation Amount: 0.0 in",,47.12,-122.47,-122.470000000429,47.1200000002119
1302,KBKF,11/10/2019 1:58:00 AM,Buckley Angb/Den,"Colorado, United States Of America",1726,54.3,20.1,26,200,11,0,,16000,1019.6,Sky Clear below 3700 meters AGL,No significant weather present at this time.,,,39.72,-104.75,-104.750000000041,39.7199999999838
1303,K1LM,11/10/2019 1:58:00 AM,,,1414,35.6,34.7,96,350,35,0,24.2,6400,1017.6,"Scattered Clouds at 60 meters AGL, Overcast Cloud Deck at 1500 meters AGL","Light Rain, Mist","* Maintenance REQUIRED - readings may be compromised *, Hourly Precipitation Amount: 0.0 in",,46.7,-109.73,-109.729999999588,46.6999999998438
1304,KCDI,11/10/2019 1:57:00 AM,Cambridge,"Ohio, United States Of America",244,34.7,29.1,80,0,0,0,57.3,16000,1017.9,Overcast Cloud Deck at 3000 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,39.97,-81.58,-81.5799999998629,39.9700000002588
1305,PHNG,11/10/2019 1:57:00 AM,Kaneohe Mcas,"Hawaii, United States Of America",3,79.5,72.3,79,0,9,0,,11000,1010.1,"Scattered Clouds at 1200 meters AGL, Scattered Clouds at 1700 meters AGL",No significant weather present at this time.,,84.4,21.43,-157.77,-157.770000000406,21.4299999997177
1306,KDUA,11/10/2019 1:57:00 AM,Durant,"Oklahoma, United States Of America",213,51.8,44.6,76,170,7,0,,16000,1020.6,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,33.95,-96.4,-96.4000000002554,33.9499999996395
1307,KMOX,11/10/2019 1:57:00 AM,Morris Muni,"Minnesota, United States Of America",344,30.2,30.2,100,330,9,0,24.3,8000,1012.9,Overcast Cloud Deck at 3000 meters AGL,Mist,,,45.57,-95.97,-95.9699999997263,45.5700000000812
1308,KGYL,11/10/2019 1:57:00 AM,Glencoe,"Minnesota, United States Of America",302,35.1,32,88,310,9,0,30,16000,1013.5,"Broken Clouds at 1500 meters AGL, Overcast Cloud Deck at 3000 meters AGL",Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,44.77,-94.08,-94.0799999997199,44.7700000000592
1309,KGHW,11/10/2019 1:57:00 AM,Glenwood,"Minnesota, United States Of America",425,30.2,30.2,100,310,9,0,24.3,11000,1013.9,Scattered Clouds at 2600 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,45.63,-95.32,-95.3199999998667,45.6300000001768
1310,KFLG,11/10/2019 1:57:00 AM,Flagstaff,"Arizona, United States Of America",2134,39.9,21.9,48,0,0,0,60.5,16000,1025.4,Sky Clear below 3700 meters AGL,No significant weather present at this time.,,,35.13,-111.67,-111.670000000136,35.1299999999183
1311,KNJM,11/10/2019 1:57:00 AM,Bogue/Swansboro,"North Carolina, United States Of America",7,43,,,0,0,0,62.4,,1022.7,,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,* Maintenance REQUIRED - readings may be compromised *,,34.67,-77.02,-77.0200000000186,34.669999999781
1312,KNTD,11/10/2019 1:57:00 AM,Point Mugu Nas,"California, United States Of America",4,62.1,57.9,86,340,6,0,,11000,1015.2,Scattered Clouds at 7000 meters AGL,No significant weather present at this time.,* Maintenance REQUIRED - readings may be compromised *,,34.12,-119.12,-119.120000000047,34.1200000002478
1313,KAQV,11/10/2019 1:57:00 AM,Peason Ridg/Polk,"Louisiana, United States Of America",111,43,41,93,0,0,0,62.4,16000,1022,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,* Maintenance REQUIRED - readings may be compromised *,,31.4,-93.3,-93.2999999998884,31.3999999998311
1314,KNYL,11/10/2019 1:57:00 AM,Yuma Mcas,"Arizona, United States Of America",65,80.1,27,14,350,13,0,,16000,1013.2,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,* Maintenance REQUIRED - readings may be compromised *,75.8,32.63,-114.62,-114.619999999775,32.6300000002834
1315,PAJC,11/10/2019 1:57:00 AM,Chignik Bay,"Alaska, United States Of America",15,46.9,44.1,90,80,19,33,41.7,4800,1007.8,Overcast Cloud Deck at 240 meters AGL,"Rain, Mist",* Maintenance REQUIRED - readings may be compromised *,,56.32,-158.37,-158.369999999724,56.3200000001098
1316,KLPC,11/10/2019 1:56:00 AM,Lompoc,"California, United States Of America",27,57,54,89,250,7,0,,16000,1016.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,34.67,-120.47,-120.470000000308,34.669999999781
1317,KLNR,11/10/2019 1:56:00 AM,Lone Rock,"Wisconsin, United States Of America",217,37,30.9,78,0,0,0,58.7,16000,1011.5,Broken Clouds at 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,43.22,-90.18,-90.1799999996639,43.2199999999698
1318,KLGD,11/10/2019 1:56:00 AM,La Grande,"Oregon, United States Of America",827,54,28.9,38,190,9,0,,16000,1021.3,Overcast Cloud Deck at 2300 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,45.27,-118,-117.999999999944,45.2699999998653
1319,KLEW,11/10/2019 1:56:00 AM,Auburn/Lewiston,"Maine, United States Of America",88,30,15.1,53,180,13,0,22.4,16000,1021.3,Scattered Clouds at 3400 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,44.03,-70.27,-70.2699999996107,44.0299999997282
1320,KLCI,11/10/2019 1:56:00 AM,Laconia Muni,"New Hampshire, United States Of America",166,32,6.1,33,210,13,0,24.8,16000,1020.6,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,43.57,-71.42,-71.4200000003989,43.570000000323
1321,KLBL,11/10/2019 1:56:00 AM,Liberal,"Kansas, United States Of America",879,55,23,29,200,17,0,,16000,1016.2,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,37.03,-100.97,-100.970000000028,37.0299999998315
1322,KKLS,11/10/2019 1:56:00 AM,Kelso Longveiw,"Washington, United States Of America",5,48.9,48,97,150,13,0,45.4,4800,1023.7,Overcast Cloud Deck at 120 meters AGL,"Light Rain, Mist",Hourly Precipitation Amount: 0.0 in,,46.12,-122.9,-122.90000000006,46.120000000222
1323,KCOE,11/10/2019 1:56:00 AM,Coeur D'Alene,"Idaho, United States Of America",707,45,41,86,170,6,0,43.5,16000,1020.3,Overcast Cloud Deck at 1100 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,47.77,-116.82,-116.820000000268,47.7699999998906
1324,KCOD,11/10/2019 1:56:00 AM,Cody,"Wyoming, United States Of America",1553,43,28,55,0,0,0,62.4,16000,1017.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,44.52,-109.02,-109.020000000156,44.5199999998002
1325,KMKT,11/10/2019 1:56:00 AM,Mankato,"Minnesota, United States Of America",311,36,32,85,320,15,0,29,16000,1013.9,Overcast Cloud Deck at 3400 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,44.22,-93.92,-93.9199999999618,44.2199999998697
1326,KMKY,11/10/2019 1:56:00 AM,Marco Island,"Florida, United States Of America",2,,,,40,7,0,,16000,1017.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,* Maintenance REQUIRED - readings may be compromised *,,26,-81.67,-81.6700000001199,26.0000000002371
1327,KMML,11/10/2019 1:56:00 AM,Marshall/Ryan,"Minnesota, United States Of America",359,34,28.9,82,20,9,0,28.7,14000,1014.5,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,44.45,-95.82,-95.8199999998969,44.4500000002342
1328,KMNM,11/10/2019 1:56:00 AM,Menominee,"Michigan, United States Of America",191,37.9,27,64,240,9,0,33.4,16000,1009.5,Overcast Cloud Deck at 3400 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,* Maintenance REQUIRED - readings may be compromised *,,45.12,-87.62,-87.6199999999404,45.1199999998695
1329,PABV,11/10/2019 1:56:00 AM,Birchwood,"Alaska, United States Of America",29,30.9,28.9,92,130,6,0,27.5,16000,1017.6,Scattered Clouds at 1800 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,61.42,-149.52,-149.519999999908,61.4199999999276
1330,KASH,11/10/2019 1:56:00 AM,Nashua/Boire Fld,"New Hampshire, United States Of America",61,28.9,14,53,0,0,0,53.7,16000,1022.3,Scattered Clouds at 3700 meters AGL,No significant weather present at this time.,,,42.78,-71.52,-71.5199999996863,42.780000000238
1331,KARG,11/10/2019 1:56:00 AM,Walnut Ridge,"Arkansas, United States Of America",83,,,,200,15,0,,16000,1019.6,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,* Maintenance REQUIRED - readings may be compromised *,,36.12,-90.92,-90.9199999997805,36.1200000001352
1332,KAJO,11/10/2019 1:56:00 AM,Corona Muni,"California, United States Of America",163,68,37,32,60,6,0,,13000,1014.5,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,33.9,-117.6,-117.600000000099,33.9000000002001
1333,KAIZ,11/10/2019 1:56:00 AM,Kaiser Mem,"Missouri, United States Of America",265,52,41,66,180,7,0,,16000,1016.2,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,38.1,-92.53,-92.5299999999856,38.0999999998445
1334,KAFJ,11/10/2019 1:56:00 AM,Washington,"Pennsylvania, United States Of America",361,35.1,23,61,0,0,0,57.5,16000,1018.6,Overcast Cloud Deck at 3400 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,40.12,-80.27,-80.270000000215,40.1199999999208
1335,KADF,11/10/2019 1:56:00 AM,Arkadelphia,"Arkansas, United States Of America",56,42.1,41,96,0,0,0,61.9,16000,1022,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,34.1,-93.07,-93.0699999997308,34.1000000001773
1336,PACM,11/10/2019 1:56:00 AM,Scammon Bay,"Alaska, United States Of America",4,28,26.1,92,60,15,0,19.2,16000,1012.2,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,61.85,-165.57,-165.56999999962,61.8500000001551
1337,PAGL,11/10/2019 1:56:00 AM,Golovin,"Alaska, United States Of America",8,28,17.1,63,70,7,0,22.8,16000,1015.6,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,64.55,-163.03,-163.029999999754,64.5500000000369
1338,PAGN,11/10/2019 1:56:00 AM,Angoon Seaplane,"Alaska, United States Of America",2,30.9,24.1,75,20,15,0,22.8,16000,1019.6,Overcast Cloud Deck at 1300 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,Hourly Precipitation Amount: trace,,57.5,-134.58,-134.58000000037,57.5000000002357
1339,PAHP,11/10/2019 1:56:00 AM,Hooper Bay,"Alaska, United States Of America",5,28,25,88,80,33,0,14.5,16000,1011.2,Overcast Cloud Deck at 1100 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,,,61.52,-166.15,-166.149999999978,61.5200000001667
1340,PAKK,11/10/2019 1:56:00 AM,Koyuk,"Alaska, United States Of America",47,25,9,50,10,11,0,17.1,16000,1014.9,Sky Clear below 3700 meters AGL,Automated observation with no human augmentation; there may or may not be significant weather present at this time.,* Maintenance REQUIRED - readings may be compromised *,,64.93,-161.15,-161.149999999676,64.9299999998215
